type,subject,format,question,answer
toss-up,math,Multiple Choice,3) Math – Multiple Choice The equation 3 times 4 = 4 times 3 illustrates which of the following properties of multiplication? W) Associative X) Commutative Y) Distributive Z) Identity,X) COMMUTATIVE
bonus,math,Short Answer,"3) Math – Short Answer A rectangle's long sides are three times the length of its shorter sides. If its perimeter is 48, what is its area?","108
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,energy,Short Answer,"4) Energy – Short Answer Scientists at the National Energy Technology Lab are studying the use of anhydrous, nonvolatile solvents for carbon capture. What specific compound is being captured?","CARBON DIOXIDE (ACCEPT: CO )
2"
bonus,energy,Short Answer,4) Energy – Short Answer Scientists at Oak Ridge National Lab have used electron energy gain spectroscopy using a monochromated beam to directly observe the atomic vibration energies. What kind of device did they create?,THERMOMETER
toss-up,energy,Short Answer,7) Energy – Short Answer Researchers at Oak Ridge National Lab are studying how groundwater moves through fractured rock using neutron scattering experiments. What is the term for an underground water-permeable layer composed of porous or fractured rock?,AQUIFER
bonus,energy,Short Answer,7) Energy – Short Answer Jefferson Lab researchers are imaging alpha particles to better understand the nucleus of what element?,"HELIUM (ACCEPT: He)
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,math,Short Answer,"12) Math – Short Answer What is the greatest common factor of the 3 numbers 2, 8, and 13?",1
bonus,math,Short Answer,12) Math – Short Answer Consider the function f of x = x2 – 3x. What is the polynomial that is equal to the composite function f of f of x?,x4 – 6x3 + 6x2 + 9x
toss-up,energy,Short Answer,13) Physical Science – Short Answer What type of energy is associated with an object's motion?,KINETIC ENERGY
toss-up,energy,Short Answer,16) Energy – Short Answer Researchers at Princeton Plasma Physics Lab are using lithium oxide as a coating inside a tokamak to reduce plasma instabilities. What is the chemical formula of lithium oxide?,"Li O
2"
bonus,energy,Short Answer,16) Energy – Short Answer Researchers at Oak Ridge National Lab are using the MAJORANA [my-or-AH-na] DEMONSTRATOR to study the symmetry between subatomic particles and their antiparticles. What is the commonly used term for the collision and destruction of a particle and its antiparticle?,ANNIHILATION
toss-up,math,Short Answer,17) Math – Short Answer What is the area of a circle with diameter 16?,64π
bonus,math,Short Answer,17) Math – Short Answer What is the smallest positive integer that has a remainder of 1 when divided by 5 and a remainder of 3 when divided by 7?,"31
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,math,Short Answer,20) Math – Short Answer What is the sum of 2/3 and 3/4?,17/12 (ACCEPT: 1 5/12)
bonus,math,Short Answer,20) Math – Short Answer What is the volume of a sphere inscribed in a cube with edge length 12?,288π
toss-up,math,Short Answer,23) Math – Short Answer What is the degree measure of the supplement of 43 degrees?,137
bonus,math,Short Answer,"23) Math – Short Answer Mary left home at 8:00 a.m. and drove until 2:45 p.m. If the distance she traveled is 351 miles, what was her average speed, in miles per hour, during the trip?",52
toss-up,math,Short Answer,1) Math – Short Answer Simplify the expression x times open parenthesis 2xy2 close parenthesis squared.,4x3y4
bonus,math,Short Answer,"1) Math – Short Answer From a point 20 feet from the base of a tree, the angle of elevation to the top is 60 degrees. To the nearest foot, what is the height of the tree?","35
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,energy,Short Answer,"4) Energy – Short Answer Researchers at Oak Ridge National Lab have successfully simulated an atomic nucleus using a quantum computer. From these calculations, they were able to extract the binding energy of a deuteron, the bound state of what two subatomic particles?",PROTON AND NEUTRON
bonus,energy,Short Answer,"4) Energy – Short Answer Scientists at Savannah River National Lab are researching novel methods to store hydrogen gas. One such method is a physical storage process in which gas is adsorbed onto glass microbeads. This adsorption creates a heterogenous [hetero-JEE-nee-us] mixture of hydrogen and glass that is NOT a solution, but does display the Tyndall effect. What is the general name for this type of mixture?",COLLOID
toss-up,energy,Short Answer,7) Energy – Short Answer Researchers at Princeton Plasma Physics Lab are studying a nuclear reaction that involves deuterium [doo-TEER-ee-um] and tritium as reactants. What general type of nuclear reaction is this?,FUSION (ACCEPT: NUCLEAR FUSION)
bonus,energy,Short Answer,"7) Energy – Short Answer Scientists at Princeton Plasma Physics Lab are studying magnetic reconnection, a process that can occur in what phase of matter?","PLASMA
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,math,Multiple Choice,11) Math – Multiple Choice Which of the following is a rational number? W) √9 X) √10 Y) √11 Z) √12,W) √9
bonus,math,Short Answer,"11) Math – Short Answer Six dogs have an average woofiness of 7. Another 8 dogs have a woofiness of 4. To the nearest tenth, what is the average woofiness of both groups of dogs combined?","5.3
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,math,Short Answer,14) Math – Short Answer What is the surface area of a cube with edges of length 3?,54
bonus,math,Short Answer,14) Math – Short Answer Solve the following equation for x: open parenthesis 3x – 7 close parenthesis squared = 64.,–1/3 OR 5 (must give both answers)
toss-up,math,Short Answer,16) Math – Short Answer What is the sum of the two expressions 2a + 9b and 3a – 8b?,5a + b (ACCEPT: b + 5a)
bonus,math,Short Answer,16) Math – Short Answer What is 9525% of 24?,2286
toss-up,energy,Multiple Choice,"18) Energy – Multiple Choice Lawrence Berkeley National Lab scientists have developed ReACT, a new amino acid labeling technique. This technique can be used to study which of the following biomolecules? W) Proteins X) Phospholipids Y) DNA Z) RNA",W) PROTEINS
bonus,energy,Short Answer,"18) Energy – Short Answer Researchers at Lawrence Berkeley National Lab are studying how defects in the mixtures of multiple metals can change the properties of the mixture. Generally, these researchers are studying solutions defined by metallic bonding character, which are given what name in chemistry?",ALLOYS
toss-up,math,Short Answer,19) Math – Short Answer Simplify the following expression: a8 times a3,a11
bonus,math,Short Answer,"19) Math – Short Answer What is the smallest positive integer that has a remainder of 3 when divided by 5, a remainder of 0 when divided by 2, and a remainder of 1 when divided by 3?","28
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,energy,Short Answer,21) Physical Science – Short Answer Astronomers and physicists believe that the universe's expansion is accelerating due to the action of what undiscovered form of energy that composes 73% of the universe’s mass-energy?,DARK ENERGY
bonus,energy,Short Answer,3) Physical Science – Short Answer Identify all of the following four quantities that are conserved during the electrolysis of water: 1) Moles of reagents [ree-AY-jents]; 2) Mass; 3) Energy; 4) Entropy.,"2, 3
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,energy,Short Answer,"4) Energy – Short Answer Scientists at SLAC National Accelerator Lab used energetic X-rays to punch electrons out of water molecules. The water goes through a phase transition from liquid to an electrically charged gas, also known as what?",PLASMA
bonus,energy,Short Answer,"4) Energy – Short Answer Geochemists at Pacific Northwest National Lab are studying the mixing between groundwater and river water. This phenomenon can only occur when what specific level, the upper surface of the zone of saturation, is at the surface of a river bed?",WATER TABLE
toss-up,math,Short Answer,5) Math – Short Answer What is the greatest integer less than or equal to the log base 5 of 1234?,4
bonus,math,Short Answer,5) Math – Short Answer Solve the following equation for x: x2 + 6x – 216 = 0.,"–18, 12 (must give both answers)
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,energy,Short Answer,8) Energy – Short Answer Scientists at Argonne National Lab are building 3D structures of proteins associated with infectious diseases. What technique do they use with the Advanced Photon Source to determine these crystal structures?,X-RAY CRYSTALLOGRAPHY
bonus,energy,Short Answer,8) Energy – Short Answer Scientists at Brookhaven National Lab are studying the structure of the replisome [REH-plih-sohm] within the cell's nucleus. The replisome forms in order to synthesize what molecule?,DNA
toss-up,math,Short Answer,11) Math – Short Answer Simplify the following expression: 10 – 2 times 3,4
bonus,math,Short Answer,"11) Math – Short Answer Mary decorates cookies at a rate of 20 per hour and John decorates them at a rate of 15 per hour. If John has a two-hour head start and they both then work continuously, after how many hours from the time she starts will Mary have decorated the same number of cookies as John?","6
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,energy,Short Answer,12) Energy – Short Answer Scientists at Fermi National Accelerator Lab have been developing a next-generation lens to replace octupole magnets that are used to focus proton beams in particle accelerators. These magnets are a circular arrangement of how many magnets?,EIGHT
bonus,energy,Short Answer,12) Energy – Short Answer Scientists at Idaho National Lab have developed a new method to refine biodiesel. The solvent in this method is composed of a high-pressure phase of what molecule in which carbon is in its +4 oxidation state?,"CARBON DIOXIDE (ACCEPT: CO )
2"
toss-up,math,Short Answer,16) Math – Short Answer Julie brings 24 candy bars to class and divides them so that each of her classmates receives an equal share of 3/4 of a bar. How many classmates does Julie have?,32
bonus,math,Short Answer,"16) Math – Short Answer What is the least common multiple of 14, 15, and 18?",630
toss-up,math,Short Answer,"19) Math – Short Answer A triangle has two angles measuring 32 and 77 degrees, respectively. What is the degree measure of the third angle?",71
bonus,math,Short Answer,"19) Math – Short Answer Your electric car has a range of 310 miles on a full battery. If you start driving with 18% of your battery drained, to the nearest mile, how far can you drive before the battery dies?","254
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,math,Short Answer,23) Math – Short Answer What is the multiplicative inverse of –11/5?,–5/11
bonus,math,Short Answer,"23) Math – Short Answer From the Earth, you measure a change in the Moon’s position of 18 degrees over two hours. Assuming the Moon is 380,000 kilometers away from the Earth, and rounding your answer to the nearest ten thousand, then, from your point of view, how many kilometers does it seem that the Moon has moved during your observation?","120,000"
toss-up,math,Short Answer,"3) Math – Short Answer In a right triangle, one leg has length 9 and one angle measures 45 degrees. What is the length of the hypotenuse?",9√2
bonus,math,Short Answer,"3) Math – Short Answer A factory says that a 100% rate at its packing station is 250 units per day. Last week, Kim’s rates for 5 days were 58%, 67%, 64%, 75%, and 56%. What was the average daily number of units packed by Kim during those 5 days?","160
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,energy,Short Answer,4) Energy – Short Answer Researchers at Lawrence Berkeley National Lab have developed a new method to chemically add synthetic tags to proteins. These tags are added to the side chains of what class of compounds that are the monomers that compose proteins?,AMINO ACIDS
bonus,energy,Short Answer,"4) Energy – Short Answer Scientists at Oak Ridge National Lab have been studying glaucoma drugs, which are drugs designed to treat a disease of what human organ?",EYE
