type,subject,format,question,answer
bonus,math,Short Answer,"14. MATH Short Answer Express the following complex number in simplest a bi form: i i i i. 13 12 10 + 5ANS+W 6ER–: 7 + 3i 13 + 8 Round Robin ~ Round 10 Page 7 TOSS UP 15. PHYSICS Short Answer A solid sphere, a solid cylinder, and a hoop are rolled down an inclined plane without slipping. Given that they have identical masses and diameters, what object reaches the bottom of the ramp first?",SPHERE
bonus,physics,Multiple Choice,"15. PHYSICS Multiple Choice The ground state energy of the hydrogen atom is –13.6 electron volts. Which of the following is the energy, in electron volts, of the second excited state of hydrogen? W) 3.4 X) 1.5 Y) -1.5 Z) -3.4","Y) -1.5
TOSS UP
16. EARTH AND SPACE Short Answer What is the only planet in our solar system with a
permanent bulge due to tidal forcing?
ANSWER: MERCURY"
bonus,energy,Short Answer,"17. ENERGY Short Answer Given h = 6.62 x10-34 joule seconds and providing your answer in scientific notation, calculate the number of photons in 6.62 joules of radiation energy of frequency 1012 hertz.","1 X 1022
TOSS UP
18. BIOLOGY Multiple Choice Which of the following organisms is NOT matched correctly with
its main form of nitrogen excretion?
W) Squirrel and urea
X) Sparrow and uric acid
Y) Planaria and ammonia
Z) Land snail and urea
ANSWER: Z) LAND SNAIL AND UREA"
bonus,biology,Short Answer,18. BIOLOGY Short Answer Sheep serve as a definitive host for sheep liver flukes. What animal serves as the intermediate host?,"SNAIL (ACCEPT: AQUATIC SNAIL)

TOSS UP
19. CHEMISTRY Multiple Choice When mixed at a molar ratio of 3 to 1, which of the following
solution mixtures is a buffer system?
W) Hydrochloric acid and sodium chloride
X) Acetic acid and sodium hydroxide
Y) Potassium hydroxide and phosphoric acid
Z) Perchloric acid and ammonia
ANSWER: X) ACETIC ACID AND SODIUM HYDROXIDE"
bonus,chemistry,Multiple Choice,"19. CHEMISTRY Multiple Choice Which of the following is NOT true with respect to reaction mechanisms? W) Fast, reversible steps may be present X) Fast, nonreversible steps are never present Y) The elementary reactions sum to give the overall reaction Z) The slow step is sometimes the first step","X) FAST, NONREVERSIBLE STEPS ARE NEVER PRESENT
TOSS UP
20. MATH Short Answer Providing your answer as a fraction in simplest form, what is the
probability of drawing a heart or a king from a standard playing deck of cards?
ANSWER:
4/13"
bonus,math,Short Answer,"20. MATH Short Answer If the recursive sequence is defined by and , what is the value of t ? 6 n 1 n n-1 t t = 3 t = -5 +t 3","124

TOSS UP
21. PHYSICS Multiple Choice A glass rod with index of refraction n is submersed in an oil
bath. Which of the following indices of refraction should the oil have in order to render the rod
optically invisible?
W) Less than n
X) Greater than n
Y) The same as n
Z) None; it’s impossible
ANSWER: Y) THE SAME AS N"
bonus,physics,Short Answer,"21. PHYSICS Short Answer As a planet travels around a star in an elliptical orbit, identify all of the following four quantities related to the planet that are conserved: 1) angular momentum; 2) total energy; 3) angular velocity; 4) kinetic energy.","1, 2 (ACCEPT: ANGULAR MOMENTUM AND TOTAL ENERGY)
TOSS UP
22. EARTH AND SPACE Multiple Choice Three seconds after the Big Bang, which of the
following dominated the energy content of the universe?
W) Dark energy
X) Baryonic matter
Y) Dark matter
Z) Radiation
ANSWER: Z) RADIATION"
bonus,energy,Short Answer,"23. ENERGY Short Answer If a gallon of gasoline costs $3.50, how much will you save each year if you have a car getting 40 miles per gallon compared to a car getting 20 miles per gallon if you drive 20,000 miles per year?","$1,750
TOSS UP
24. BIOLOGY Multiple Choice Which of the following exhibits viviparity?
W) Salt cedars
X) Cord grass
Y) Mangroves
Z) Eelgrasses
ANSWER: Y) MANGROVES"
bonus,biology,Short Answer,"24. BIOLOGY Short Answer Name all of the following four cell types that are examples of immature red blood cells: 1) promyelocyte [proh-mee-UH-luh-syt], 2) basophilic erythroblast [ih-RITH-ruh-blast], 3) pro-eosinophilic [(pro) ee-uh-sin-uh-FIL-ik] cell, 4) normoblast.","2, 4 (ACCEPT: BASOPHILIC ERYTHROBLAST, NORMOBLAST)

TOSS UP
25. CHEMISTRY Multiple Choice A particular molecule of XeF displays 3 IR bands and 3
4
Raman bands at completely different energies. Based on this information, which of the following
is its VSEPR structure?
W) Tetrahedral
X) Octahedral
Y) Square planar
Z) See-saw
ANSWER: Y) SQUARE PLANAR"
bonus,chemistry,Short Answer,"25. CHEMISTRY Short Answer Thirty-two grams of oxygen gas are reacted with 10 grams of hydrogen gas to form water. If all of the oxygen is consumed, how many grams of excess hydrogen remain?",6
toss-up,physics,Short Answer,1) Physics – Short Answer A difference of 10 decibels corresponds to what ratio of sound intensities?,10 (ACCEPT: 10:1)
bonus,physics,Short Answer,1) Physics – Short Answer A battery produces an electrical current of 100 milliamps when connected to a circuit with a resistance of 60 Ohms. The battery is then connected to a 250 millifarad capacitor. How many joules of energy are stored by the capacitor?,"4.5
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,math,Short Answer,"2) Math – Short Answer In a triple-elimination tournament with 512 contestants, what is the maximum numbers of games played if there are no ties?",1535
bonus,math,Multiple Choice,2) Math – Multiple Choice A square ABCD has a side length of 10. Point E lies on BC and the area of the triangle ABE is 40. What is the length of BE? W) 5 X) 6 Y) 7 Z) 8,Z) 8
toss-up,energy,Multiple Choice,3) Energy – Multiple Choice A force is conservative when the work done by the force: W) On a closed path is zero X) On an open path is zero Y) Is dependent on the path Z) Conserves energy,W) ON A CLOSED PATH IS ZERO
bonus,energy,Short Answer,"3) Energy – Short Answer Consider 0.5 moles of an ideal gas undergoing isobaric expansion from 253 to 353 Kelvin. Assuming that the ideal gas constant is 8.314 joules per mole Kelvin, how much work, in joules rounded to the nearest tenth, is done by the gas?","415.7
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,biology,Short Answer,"5) Biology – Short Answer What chemical element, that occurs in various forms, is used as a mordant in Gram testing, is used as a method of detecting sugar in Lugol’s solution, and is required for proper thyroid function?",IODINE
bonus,biology,Short Answer,5) Biology – Short Answer What specific cell type in the stomach is responsible for production of hydrochloric acid in response to stimulation by gastrin?,"PARIETAL CELLS
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,chemistry,Short Answer,6) Chemistry – Short Answer What is the chemical formula of baking soda?,"NaHCO
3"
bonus,chemistry,Multiple Choice,"6) Chemistry – Multiple Choice Which of the following elements can stably bond with three atoms, leaving it with an empty p orbital? W) Sulfur X) Oxygen Y) Boron Z) Helium",Y) BORON
toss-up,physics,Short Answer,"7) Physics – Short Answer If a particle’s position is defined by the functions x = cos (t) and y = sin (t), what conic section describes the overall shape of the particle’s path?",CIRCLE
bonus,physics,Short Answer,"7) Physics – Short Answer A 6 kilogram box slides from rest down a frictionless ramp with an incline of 30 degrees. If the box descends a vertical height 1.20 meters to reach the bottom, to the nearest meter per second, what is the speed of the box at the bottom of the ramp?","5
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,energy,Multiple Choice,8) Energy – Multiple Choice Which of the following is the primary form through which energy is stored in the liver? W) Triglycerides X) Glucose Y) Amylose Z) Glycogen,Z) GLYCOGEN
bonus,energy,Short Answer,8) Energy – Short Answer Betz’s Law is used to determine the theoretical power captured by a turbine for what natural resource?,WIND
toss-up,biology,Multiple Choice,9) Biology – Multiple Choice MRSA is an infection by which of the following? W) A rod shaped bacteria X) A rigid helical bacteria Y) A non-rigid helical bacteria Z) A spherical bacteria,Z) A SPHERICAL BACTERIA
bonus,biology,Short Answer,9) Biology – Short Answer What type of intercellular junction is used to bind intestinal epithelia so that fluids will not seep between them?,"TIGHT JUNCTION
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,physics,Short Answer,"10) Physics – Short Answer For a Ferris wheel that rotates clockwise, what are the directions of the centripetal acceleration and the linear velocity of a cart at the top of the Ferris wheel?",DOWN AND RIGHT
bonus,physics,Short Answer,"10) Physics – Short Answer What is the name of the experiment conducted in the early 1900’s, in which electrons were directed at a crystal and then scattered by it, leading to the determination of the wavelength, which agreed with the de Broglie formula?",DAVISSON GERMER EXPERIMENT
toss-up,math,Multiple Choice,11) Math – Multiple Choice How many values of x satisfy the equation x – 2 equals the fraction with numerator 2x2 – 8x and denominator x2 – 4x? W) Zero X) One Y) Two Z) Three,W) ZERO
bonus,math,Short Answer,"11) Math – Short Answer If July had five Mondays, August must have had five of what day?","THURSDAY
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,chemistry,Multiple Choice,12) Chemistry – Multiple Choice Which of the following statements regarding reaction intermediates is true? W) There is precisely one reaction intermediate in a one step reaction X) Reaction intermediates are local minima on the reaction coordinate scheme Y) Reaction intermediates are synonymous with activated complexes Z) The concentrations of reaction intermediates cannot influence reaction rate,"X) REACTION INTERMEDIATES ARE LOCAL MINIMA ON THE REACTION
COORDINATE SCHEME"
bonus,chemistry,Multiple Choice,12) Chemistry – Multiple Choice Which of the following compounds is produced by the Haber process? W) Sulfuric acid X) Ammonia Y) Sulfur dioxide Z) Nitric acid,X) AMMONIA
toss-up,biology,Short Answer,14) Biology – Short Answer Identify all of the following three compounds that one would find in an animal cell: 1) D-glucose; 2) L-alanine; 3) L-trehalose.,1 AND 2
bonus,biology,Multiple Choice,14) Biology – Multiple Choice Which of the following is not true regarding the development of multicellular organisms? W) Homeotic genes control pattern formation in the late embryo X) Proto-oncogenes are often involved in regulation of the cell cycle Y) Mutations in proto-oncogenes prevent cancer Z) Mutations in tumor suppressor genes often result in cancer,Y) MUTATIONS IN PROTO-ONCOGENES PREVENT CANCER
toss-up,chemistry,Multiple Choice,15) Chemistry – Multiple Choice An aqueous solution of dissolved silver nitrate is added to an aqueous solution of dissolved potassium iodide. Which of the following species will not be in the net ionic equation? W) Aqueous silver plus one ions X) Aqueous nitrate ions Y) Solid silver iodide Z) Aqueous iodide,X) AQUEOUS NITRATE IONS
bonus,chemistry,Multiple Choice,15) Chemistry – Multiple Choice At which of the following pH values is zinc hydroxide likely to be most soluble? W) 2 X) 4 Y) 6 Z) 8,"W) 2
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,math,Multiple Choice,16) Math – Multiple Choice Which of the following functions will have its nth derivative equal to 0 over its entire domain for sufficiently large values of n? W) f(x) = x100 + sin x X) f(x) = x – x–1 Y) f(x) = x1001 + x1000 + … + x2 + x Z) f(x) = ln x – x2,Y) f(x) = x1001 + x1000 + … + x2 + x
bonus,math,Multiple Choice,16) Math – Multiple Choice The values of y that will satisfy the system of equations 2x2 + 6x + 5y + 1 = 0 and 2x + y + 3 = 0 can be found by solving which of the following equations? W) y2 + 14y – 7 = 0 X) y2 + 10y – 7 = 0 Y) y2 + 8y + 1 = 0 Z) y2 + y – 12 = 0,X) y2 + 10y – 7 = 0
toss-up,energy,Multiple Choice,"18) Energy – Multiple Choice A gas expands isothermally against a vacuum, where external pressure equals zero. Which of the following statements is not true regarding this process? W) Delta E equals zero X) Delta H equals zero Y) Delta S equals zero Z) No work is done by the gas",Y) DELTA S EQUALS ZERO
bonus,energy,Short Answer,18) Energy – Short Answer By what factor will the net power radiated by a spherical blackbody be multiplied when the temperature is tripled?,81
toss-up,biology,Multiple Choice,19) Biology – Multiple Choice Which of the following types of animal viruses is responsible for hepatitis C? W) Papovirus X) Adenovirus [add-en-o-virus] Y) Retrovirus Z) Flavivirus [flay-vee-virus],Z) FLAVIVIRUS
bonus,biology,Multiple Choice,19) Biology – Multiple Choice Which of the following is true regarding the neural crest cells in the amphibian embryo? W) They induce formation of the notochord X) They develop into the main sections of the brain Y) They produce cells that migrate to form teeth and skull bones in the embryo Z) They roll up and form the neural tube,"Y) THEY PRODUCE CELLS THAT MIGRATE TO FORM TEETH AND SKULL BONES IN
THE EMBRYO
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,physics,Multiple Choice,"20) Physics – Multiple Choice A positively-charged tabletop may be approximated as an infinite plane producing a uniform electric field. A positively-charged metal sphere levitates motionlessly above the surface of the table. While keeping the rest of the system unchanged, which of the following parameters may be varied without changing the cancelation of gravity by the electrostatic repulsion? W) The mass of the sphere X) The radius of the sphere Y) The charge of the sphere Z) The strength of the electric field produced by the table",X) THE RADIUS OF THE SPHERE
